VEHICLE_LOCATION_ID,CALENDAR_ID,PROPERTY_TAG,TRANSIT_DIVISION_ID,MESSAGE_TIMESTAMP,point_latitude,point_longitude,ODOMETER,SPEED,ADHERENCE_SECONDS,HEADING,VALIDITY,ADHERENCE_AT_TIME_POINT,TIME_TO_TIME_POINT,BLOCK_ABBR,BLOCK_STOP_ORDER,OVERLOAD_ID,ADHERENCE_AT_TIME_POINT_SECS,CSLID,SAMPLE_1,elevation
9654647379,120210203,8026,1,14:09.2,535813100,-1134518900,65,NULL,480,NULL,228,9,1069,1208,2,0,566,NULL,661,661
9654647380,120210203,8026,1,14:38.3,535813300,-1134535600,78,NULL,480,NULL,228,9,1040,1208,2,0,566,NULL,662,662
9654647381,120210203,8026,1,14:53.5,535824600,-1134560000,101,NULL,480,NULL,228,9,1025,1208,2,0,566,NULL,664,664
9654647382,120210203,8026,1,15:08.8,535825400,-1134597600,127,NULL,480,NULL,228,9,1010,1208,2,0,566,NULL,666,666
9654647383,120210203,8026,1,15:24.0,535824500,-1134635100,151,NULL,540,NULL,228,9,995,1208,2,0,566,NULL,668,668
9654647384,120210203,8026,1,15:39.2,535823100,-1134678600,178,NULL,540,NULL,228,9,979,1208,2,0,566,NULL,667,667
9654647385,120210203,8026,1,15:54.4,535814900,-1134719000,207,NULL,540,NULL,228,9,964,1208,2,0,566,NULL,668,668
9654647386,120210203,8026,1,16:09.6,535814200,-1134760100,234,NULL,540,NULL,228,9,949,1208,2,0,566,NULL,669,669
9654647387,120210203,8026,1,16:24.8,535814300,-1134801100,263,NULL,600,NULL,228,9,934,1208,2,0,566,NULL,671,671
9654647388,120210203,8026,1,16:40.0,535814400,-1134842400,289,NULL,600,NULL,228,9,918,1208,2,0,566,NULL,671,671
9654647389,120210203,8026,1,16:55.3,535815500,-1134882700,315,NULL,600,NULL,228,9,903,1208,2,0,566,NULL,669,669
9654647449,120210203,8026,1,32:08.0,535991200,-1134922400,597,NULL,-60,NULL,244,2,773,1208,25,0,133,NULL,676,676
9654647450,120210203,8026,1,32:23.2,535975400,-1134921700,613,NULL,-60,NULL,244,2,757,1208,25,0,133,NULL,676,676
9654647451,120210203,8026,1,32:38.4,535971900,-1134921800,618,NULL,-60,NULL,244,2,742,1208,25,0,133,NULL,676,676
9654647452,120210203,8026,1,32:53.6,535963200,-1134921800,629,NULL,-60,NULL,244,2,727,1208,25,0,133,NULL,676,676
9654647453,120210203,8026,1,33:08.8,535951900,-1134922000,642,NULL,-60,NULL,244,2,712,1208,25,0,133,NULL,676,676
9654647454,120210203,8026,1,33:24.0,535937600,-1134921600,658,NULL,-60,NULL,244,2,696,1208,25,0,133,NULL,676,676
9654647455,120210203,8026,1,33:39.2,535924900,-1134921900,671,NULL,-60,NULL,244,2,681,1208,25,0,133,NULL,676,676
9654647456,120210203,8026,1,33:54.4,535923200,-1134921800,672,NULL,-60,NULL,244,2,666,1208,25,0,133,NULL,676,676
9654647457,120210203,8026,1,34:09.7,535923200,-1134921800,672,NULL,-60,NULL,244,2,651,1208,25,0,133,NULL,676,676
9654647458,120210203,8026,1,34:24.9,535920900,-1134933400,683,NULL,-60,NULL,244,2,636,1208,25,0,133,NULL,675,675
9654647459,120210203,8026,1,34:40.1,535920700,-1134964200,703,NULL,-60,NULL,244,2,620,1208,25,0,133,NULL,675,675
9654647460,120210203,8026,1,34:55.3,535920800,-1134992900,722,NULL,-60,NULL,244,2,605,1208,25,0,133,NULL,674,674
9654647461,120210203,8026,1,35:10.5,535921100,-1135018500,740,NULL,-60,NULL,244,2,590,1208,25,0,133,NULL,674,674
9654647462,120210203,8026,1,35:25.8,535921300,-1135045300,758,NULL,-60,NULL,244,2,575,1208,25,0,133,NULL,675,675
9654647463,120210203,8026,1,35:40.9,535921500,-1135068500,772,NULL,-60,NULL,244,2,560,1208,25,0,133,NULL,675,675
9654647464,120210203,8026,1,35:56.1,535921600,-1135088000,785,NULL,0,NULL,244,2,544,1208,25,0,133,NULL,675,675
9654647465,120210203,8026,1,36:11.4,535922000,-1135109300,799,NULL,0,NULL,244,2,529,1208,25,0,133,NULL,676,676
9654647466,120210203,8026,1,36:26.6,535922100,-1135129500,812,NULL,0,NULL,244,2,514,1208,25,0,133,NULL,676,676
9654647467,120210203,8026,1,36:41.8,535922100,-1135140800,819,NULL,0,NULL,244,2,499,1208,25,0,133,NULL,676,676
9654647468,120210203,8026,1,36:57.0,535922100,-1135145200,822,NULL,-60,NULL,244,2,484,1208,25,0,133,NULL,676,676
9654647469,120210203,8026,1,37:12.2,535922100,-1135163100,835,NULL,0,NULL,244,2,468,1208,25,0,133,NULL,677,677
9654647470,120210203,8026,1,37:27.4,535922200,-1135196600,859,NULL,0,NULL,244,2,453,1208,25,0,133,NULL,677,677
9654647471,120210203,8026,1,37:42.6,535922200,-1135230200,880,NULL,0,NULL,244,2,438,1208,25,0,133,NULL,678,678
9654647472,120210203,8026,1,37:57.8,535922400,-1135261500,899,NULL,60,NULL,244,2,423,1208,25,0,133,NULL,678,678
9654647473,120210203,8026,1,38:13.1,535922400,-1135292800,920,NULL,60,NULL,244,2,407,1208,25,0,133,NULL,678,678
9654647474,120210203,8026,1,38:28.4,535922500,-1135325300,943,NULL,60,NULL,244,2,392,1208,25,0,133,NULL,679,679
9654647475,120210203,8026,1,38:43.5,535922600,-1135355600,964,NULL,60,NULL,244,2,377,1208,25,0,133,NULL,680,680
9654647476,120210203,8026,1,38:58.7,535922500,-1135380200,976,NULL,60,NULL,244,2,362,1208,25,0,133,NULL,680,680
9654647477,120210203,8026,1,39:13.9,535922600,-1135388900,983,NULL,60,NULL,244,2,347,1208,25,0,133,NULL,680,680
9654647478,120210203,8026,1,39:29.1,535922400,-1135398000,989,NULL,60,NULL,244,2,331,1208,25,0,133,NULL,680,680
9654647479,120210203,8026,1,39:44.3,535925800,-1135411300,1001,NULL,60,NULL,244,2,316,1208,25,0,133,NULL,680,680
9654647480,120210203,8026,1,39:59.7,535927300,-1135411100,1002,NULL,60,NULL,244,2,301,1208,25,0,133,NULL,680,680
9654647481,120210203,8026,1,40:14.7,535940300,-1135411900,1017,NULL,60,NULL,244,2,286,1208,25,0,133,NULL,680,680
9654647482,120210203,8026,1,40:29.9,535958100,-1135412000,1038,NULL,60,NULL,244,2,271,1208,25,0,133,NULL,680,680
9654647483,120210203,8026,1,40:45.1,535964700,-1135419300,1049,NULL,60,NULL,244,2,255,1208,25,0,133,NULL,680,680
9654647484,120210203,8026,1,41:00.3,535964700,-1135449900,1068,NULL,120,NULL,244,2,240,1208,25,0,133,NULL,680,680
9654647485,120210203,8026,1,41:15.5,535965000,-1135479000,1087,NULL,120,NULL,244,2,225,1208,25,0,133,NULL,681,681
9654647486,120210203,8026,1,41:30.8,535957900,-1135493200,1100,NULL,120,NULL,244,2,210,1208,25,0,133,NULL,681,681
9654647487,120210203,8026,1,41:46.1,535948400,-1135499700,1112,NULL,120,NULL,244,2,194,1208,25,0,133,NULL,681,681
9654647488,120210203,8026,1,42:01.4,535946700,-1135514600,1123,NULL,120,NULL,244,2,179,1208,25,0,133,NULL,681,681
9654647489,120210203,8026,1,42:16.5,535946800,-1135532900,1134,NULL,120,NULL,244,2,164,1208,25,0,133,NULL,681,681
9654647490,120210203,8026,1,42:31.6,535955800,-1135535000,1145,NULL,120,NULL,244,2,149,1208,25,0,133,NULL,681,681
9654647491,120210203,8026,1,42:46.8,535963000,-1135536000,1153,NULL,120,NULL,244,2,134,1208,25,0,133,NULL,681,681
9654647492,120210203,8026,1,43:02.0,535963100,-1135557100,1166,NULL,120,NULL,244,2,118,1208,25,0,133,NULL,682,682
9654647493,120210203,8026,1,43:17.2,535960600,-1135585800,1187,NULL,120,NULL,244,2,103,1208,25,0,133,NULL,683,683
9654647494,120210203,8026,1,43:32.4,535955100,-1135607800,1203,NULL,120,NULL,244,2,88,1208,25,0,133,NULL,684,684
9654647495,120210203,8026,1,43:47.6,535954700,-1135619500,1210,NULL,120,NULL,244,2,73,1208,25,0,133,NULL,684,684
9654647500,120210203,8026,1,45:03.7,535945800,-1135619900,1219,NULL,60,NULL,244,3,523,1208,38,0,163,NULL,684,684
9654647501,120210203,8026,1,45:18.9,535935100,-1135619500,1232,NULL,60,NULL,244,3,508,1208,38,0,163,NULL,683,683
9654647502,120210203,8026,1,45:34.1,535927400,-1135606900,1245,NULL,60,NULL,244,3,492,1208,38,0,163,NULL,683,683
9654647503,120210203,8026,1,45:49.4,535923800,-1135596700,1253,NULL,60,NULL,244,3,477,1208,38,0,163,NULL,682,682
9654647504,120210203,8026,1,46:04.6,535912500,-1135596400,1266,NULL,120,NULL,244,3,462,1208,38,0,163,NULL,682,682
9654647505,120210203,8026,1,46:19.8,535900100,-1135596200,1279,NULL,120,NULL,244,3,447,1208,38,0,163,NULL,682,682
9654647506,120210203,8026,1,46:35.0,535889000,-1135591300,1292,NULL,120,NULL,244,3,432,1208,38,0,163,NULL,681,681
9654647507,120210203,8026,1,46:50.2,535881800,-1135587400,1301,NULL,120,NULL,244,3,416,1208,38,0,163,NULL,681,681
9654647508,120210203,8026,1,47:05.4,535885700,-1135587500,1306,NULL,120,NULL,244,3,401,1208,38,0,163,NULL,681,681
9654647509,120210203,8026,1,47:20.7,535895800,-1135594500,1318,NULL,120,NULL,244,3,386,1208,38,0,163,NULL,682,682
9654647510,120210203,8026,1,47:35.9,535907100,-1135595900,1330,NULL,120,NULL,244,3,371,1208,38,0,163,NULL,682,682
9654647511,120210203,8026,1,47:51.1,535918900,-1135595800,1345,NULL,120,NULL,244,3,355,1208,38,0,163,NULL,682,682
9654647512,120210203,8026,1,48:06.3,535926100,-1135595000,1351,NULL,120,NULL,244,3,340,1208,38,0,163,NULL,682,682
9654647513,120210203,8026,1,48:21.5,535926800,-1135580200,1363,NULL,120,NULL,244,3,325,1208,38,0,163,NULL,682,682
9654647514,120210203,8026,1,48:36.8,535926600,-1135559400,1376,NULL,120,NULL,244,3,310,1208,38,0,163,NULL,681,681
9654647515,120210203,8026,1,48:51.9,535924200,-1135541200,1388,NULL,120,NULL,244,3,295,1208,38,0,163,NULL,681,681
9654647516,120210203,8026,1,49:07.2,535921900,-1135522200,1403,NULL,120,NULL,244,3,279,1208,38,0,163,NULL,681,681
9654647517,120210203,8026,1,49:22.3,535921900,-1135496900,1417,NULL,180,NULL,244,3,264,1208,38,0,163,NULL,680,680
9654647518,120210203,8026,1,49:37.6,535921900,-1135490600,1421,NULL,120,NULL,244,3,249,1208,38,0,163,NULL,680,680
9654647519,120210203,8026,1,49:52.8,535918800,-1135489000,1425,NULL,120,NULL,244,3,234,1208,38,0,163,NULL,680,680
9654647520,120210203,8026,1,50:08.0,535908000,-1135488900,1437,NULL,120,NULL,244,3,218,1208,38,0,163,NULL,680,680
9654647521,120210203,8026,1,50:23.2,535896400,-1135489000,1450,NULL,180,NULL,244,3,203,1208,38,0,163,NULL,680,680
9654647522,120210203,8026,1,50:38.4,535888800,-1135489500,1458,NULL,120,NULL,244,3,188,1208,38,0,163,NULL,680,680
9654647523,120210203,8026,1,50:53.6,535887500,-1135489200,1459,NULL,120,NULL,244,3,173,1208,38,0,163,NULL,680,680
9654647524,120210203,8026,1,51:08.8,535877400,-1135489200,1470,NULL,120,NULL,244,3,158,1208,38,0,163,NULL,679,679
9654647525,120210203,8026,1,51:24.0,535875500,-1135481200,1479,NULL,120,NULL,244,3,142,1208,38,0,163,NULL,679,679
9654647526,120210203,8026,1,51:39.2,535875800,-1135461000,1491,NULL,120,NULL,244,3,127,1208,38,0,163,NULL,679,679
9654647527,120210203,8026,1,51:54.4,535875700,-1135438700,1507,NULL,180,NULL,244,3,112,1208,38,0,163,NULL,679,679
9654647528,120210203,8026,1,52:09.7,535875700,-1135416100,1520,NULL,180,NULL,244,3,97,1208,38,0,163,NULL,679,679
9654647535,120210203,8026,1,53:56.1,535856100,-1135412700,1544,NULL,120,NULL,244,3,389,1208,45,0,170,NULL,678,678
9654647536,120210203,8026,1,54:11.3,535835500,-1135412900,1567,NULL,120,NULL,244,3,374,1208,45,0,170,NULL,677,677
9654647537,120210203,8026,1,54:26.5,535818500,-1135413400,1586,NULL,120,NULL,244,3,359,1208,45,0,170,NULL,675,675
9654647538,120210203,8026,1,54:41.8,535812100,-1135413500,1591,NULL,120,NULL,244,3,344,1208,45,0,170,NULL,675,675
9654647541,120210203,8026,1,55:27.4,535811900,-1135413500,1593,NULL,120,NULL,244,3,298,1208,45,0,170,NULL,675,675
9654647542,120210203,8026,1,55:42.6,535801800,-1135413500,1604,NULL,120,NULL,244,3,283,1208,45,0,170,NULL,675,675
9654647543,120210203,8026,1,55:57.9,535783000,-1135413000,1625,NULL,120,NULL,244,3,268,1208,45,0,170,NULL,675,675
9654647544,120210203,8026,1,56:13.0,535763200,-1135413000,1647,NULL,180,NULL,244,3,252,1208,45,0,170,NULL,673,673
9654647545,120210203,8026,1,56:28.2,535743100,-1135413000,1670,NULL,180,NULL,244,3,237,1208,45,0,170,NULL,672,672
9654647546,120210203,8026,1,56:43.4,535723100,-1135413000,1693,NULL,180,NULL,244,3,222,1208,45,0,170,NULL,672,672
9654647547,120210203,8026,1,56:58.7,535710100,-1135412700,1705,NULL,240,NULL,244,3,207,1208,45,0,170,NULL,672,672
9654647548,120210203,8026,1,57:13.9,535709800,-1135412700,1705,NULL,180,NULL,244,3,192,1208,45,0,170,NULL,672,672
9654647549,120210203,8026,1,57:29.1,535707000,-1135412700,1710,NULL,180,NULL,244,3,176,1208,45,0,170,NULL,672,672
9654647550,120210203,8026,1,57:44.3,535702500,-1135406500,1717,NULL,180,NULL,244,3,161,1208,45,0,170,NULL,672,672
9654647551,120210203,8026,1,57:59.5,535702600,-1135405700,1717,NULL,180,NULL,244,3,146,1208,45,0,170,NULL,672,672
9654647552,120210203,8026,1,58:14.7,535702500,-1135394700,1725,NULL,180,NULL,244,3,131,1208,45,0,170,NULL,671,671
9654647553,120210203,8026,1,58:29.9,535702600,-1135378200,1736,NULL,180,NULL,244,3,116,1208,45,0,170,NULL,671,671
9654647554,120210203,8026,1,58:45.1,535702600,-1135364900,1744,NULL,180,NULL,244,3,100,1208,45,0,170,NULL,671,671
9654647555,120210203,8026,1,59:00.3,535702500,-1135361900,1746,NULL,180,NULL,244,3,85,1208,45,0,170,NULL,671,671
9654647561,120210203,8026,1,00:31.8,535702700,-1135343300,1760,NULL,120,NULL,244,-3,2309,1208,59,0,-164,NULL,671,671
9654647562,120210203,8026,1,00:46.8,535702600,-1135313400,1778,NULL,120,NULL,244,-3,2294,1208,59,0,-164,NULL,670,670
9654647563,120210203,8026,1,01:02.0,535694400,-1135288500,1797,NULL,180,NULL,244,-3,2279,1208,59,0,-164,NULL,669,669
9654647564,120210203,8026,1,01:17.2,535687800,-1135272900,1810,NULL,180,NULL,244,-3,2263,1208,59,0,-164,NULL,669,669
9654647565,120210203,8026,1,01:32.5,535686000,-1135269000,1813,NULL,180,NULL,244,-3,2248,1208,59,0,-164,NULL,668,668
9654647566,120210203,8026,1,01:47.6,535684900,-1135266200,1816,NULL,120,NULL,244,-3,2233,1208,59,0,-164,NULL,668,668
9654647567,120210203,8026,1,02:02.9,535675000,-1135243000,1836,NULL,180,NULL,244,-3,2218,1208,59,0,-164,NULL,668,668
9654647568,120210203,8026,1,02:18.0,535662200,-1135212900,1860,NULL,180,NULL,244,-3,2202,1208,59,0,-164,NULL,668,668
9654647569,120210203,8026,1,02:33.4,535660000,-1135208300,1863,NULL,180,NULL,244,-3,2187,1208,59,0,-164,NULL,667,667
9654647570,120210203,8026,1,03:03.7,535652500,-1135190200,1878,NULL,180,NULL,244,-3,2157,1208,59,0,-164,NULL,667,667
9654647571,120210203,8026,1,03:18.9,535644400,-1135171100,1894,NULL,180,NULL,244,-3,2142,1208,59,0,-164,NULL,667,667
9654647572,120210203,8026,1,03:34.1,535629600,-1135136400,1923,NULL,240,NULL,244,-3,2126,1208,59,0,-164,NULL,666,666
9654647573,120210203,8026,1,03:49.3,535615500,-1135103300,1948,NULL,300,NULL,244,-3,2111,1208,59,0,-164,NULL,666,666
9654647574,120210203,8026,1,04:04.5,535608800,-1135087600,1960,NULL,300,NULL,244,-3,2096,1208,59,0,-164,NULL,665,665
9654647577,120210203,8026,1,04:50.2,535608600,-1135087200,1960,NULL,240,NULL,244,-3,2050,1208,59,0,-164,NULL,665,665
9654647578,120210203,8026,1,05:05.4,535606500,-1135082200,1966,NULL,240,NULL,244,-3,2035,1208,59,0,-164,NULL,664,664
9654647579,120210203,8026,1,05:20.6,535603300,-1135074800,1971,NULL,240,NULL,244,-3,2020,1208,59,0,-164,NULL,664,664
9654647580,120210203,8026,1,05:35.8,535598000,-1135066200,1981,NULL,240,NULL,244,-3,2005,1208,59,0,-164,NULL,664,664
9654647581,120210203,8026,1,05:51.0,535591400,-1135066500,1987,NULL,240,NULL,244,-3,1989,1208,59,0,-164,NULL,664,664
9654647582,120210203,8026,1,06:06.2,535591300,-1135066500,1987,NULL,240,NULL,244,-3,1974,1208,59,0,-164,NULL,664,664
9654647583,120210203,8026,1,06:21.4,535589000,-1135065700,1990,NULL,240,NULL,244,-3,1959,1208,59,0,-164,NULL,664,664
9654647584,120210203,8026,1,06:36.6,535588700,-1135037200,2010,NULL,240,NULL,244,-3,1944,1208,59,0,-164,NULL,665,665
9654647585,120210203,8026,1,06:51.8,535586700,-1135021600,2019,NULL,240,NULL,244,-3,1929,1208,59,0,-164,NULL,665,665
9654647586,120210203,8026,1,07:07.0,535586000,-1135017200,2022,NULL,240,NULL,244,-3,1913,1208,59,0,-164,NULL,665,665
9654647674,120210203,8026,1,29:25.7,535585900,-1135015900,2022,NULL,-1140,NULL,244,-3,575,1208,59,0,-164,NULL,665,665
9654647675,120210203,8026,1,29:40.9,535586400,-1135010600,2027,NULL,-1140,NULL,244,-3,560,1208,59,0,-164,NULL,665,665
9654647676,120210203,8026,1,29:56.1,535590400,-1135014600,2034,NULL,-1140,NULL,244,-3,544,1208,59,0,-164,NULL,665,665
9654647677,120210203,8026,1,30:11.3,535590600,-1135020500,2037,NULL,-1140,NULL,244,-3,529,1208,59,0,-164,NULL,665,665
9654647692,120210203,8026,1,33:59.6,535590600,-1135020700,2037,NULL,-1380,NULL,244,-3,301,1208,59,0,-164,NULL,665,665
9654647693,120210203,8026,1,34:14.8,535590700,-1135023700,2040,NULL,-1380,NULL,244,-3,286,1208,59,0,-164,NULL,665,665
9654647694,120210203,8026,1,34:29.9,535591400,-1135029800,2043,NULL,-1380,NULL,244,-3,271,1208,59,0,-164,NULL,665,665
9654647697,120210203,8026,1,35:15.6,535628600,-1135033400,2085,NULL,-180,NULL,244,-3,225,1208,59,0,-164,NULL,666,666
9654647698,120210203,8026,1,35:30.8,535630000,-1135033300,2087,NULL,-180,NULL,244,-3,210,1208,59,0,-164,NULL,666,666
9654647699,120210203,8026,1,35:46.0,535630500,-1135033400,2087,NULL,-180,NULL,244,-3,195,1208,59,0,-164,NULL,666,666
9654647700,120210203,8026,1,36:01.2,535643600,-1135033600,2103,NULL,-180,NULL,244,-3,179,1208,59,0,-164,NULL,666,666
9654647701,120210203,8026,1,36:16.4,535656500,-1135031000,2117,NULL,-180,NULL,244,-3,164,1208,59,0,-164,NULL,666,666
9654647702,120210203,8026,1,36:31.6,535661900,-1135029900,2122,NULL,-180,NULL,244,-3,149,1208,59,0,-164,NULL,666,666
9654647703,120210203,8026,1,36:46.8,535663400,-1135029700,2125,NULL,-180,NULL,244,-3,134,1208,59,0,-164,NULL,666,666
9654647705,120210203,8026,1,37:17.3,535663500,-1135029600,2125,NULL,-180,NULL,244,-3,103,1208,59,0,-164,NULL,666,666
9654647706,120210203,8026,1,37:32.5,535670600,-1135028500,2135,NULL,-180,NULL,244,-3,88,1208,59,0,-164,NULL,666,666
9654647707,120210203,8026,1,37:47.7,535685600,-1135028400,2151,NULL,-180,NULL,244,-3,73,1208,59,0,-164,NULL,666,666
9654647708,120210203,8026,1,38:03.0,535695200,-1135028000,2161,NULL,-180,NULL,244,-3,57,1208,59,0,-164,NULL,667,667
9654647709,120210203,8026,1,38:18.1,535698200,-1135027500,2166,NULL,-180,NULL,244,-3,42,1208,59,0,-164,NULL,667,667
9654647710,120210203,8026,1,38:33.3,535698900,-1135027500,2167,NULL,-180,NULL,244,-3,27,1208,59,0,-164,NULL,667,667
9654647712,120210203,8026,1,39:03.7,535704200,-1135010800,2183,NULL,-180,NULL,244,-2,167,1208,65,0,-103,NULL,668,668
9654647713,120210203,8026,1,39:19.0,535706500,-1135010100,2185,NULL,-180,NULL,244,-2,152,1208,65,0,-103,NULL,668,668
9654647714,120210203,8026,1,39:34.2,535710700,-1135010300,2190,NULL,-180,NULL,244,-2,136,1208,65,0,-103,NULL,668,668
9654647715,120210203,8026,1,39:49.4,535727000,-1135010500,2209,NULL,-180,NULL,244,-2,121,1208,65,0,-103,NULL,670,670
9654647716,120210203,8026,1,40:04.6,535743200,-1135010500,2228,NULL,-180,NULL,244,-2,106,1208,65,0,-103,NULL,671,671
9654647717,120210203,8026,1,40:19.8,535759500,-1135010500,2245,NULL,-180,NULL,244,-2,91,1208,65,0,-103,NULL,671,671
9654647718,120210203,8026,1,40:35.0,535767700,-1135009500,2254,NULL,-180,NULL,244,-2,76,1208,65,0,-103,NULL,671,671
9654647719,120210203,8026,1,40:50.2,535767600,-1134989200,2267,NULL,-120,NULL,244,-2,60,1208,65,0,-103,NULL,671,671
9654647720,120210203,8026,1,41:05.4,535767600,-1134964300,2285,NULL,-120,NULL,244,-2,45,1208,65,0,-103,NULL,670,670
9654647721,120210203,8026,1,41:20.6,535767400,-1134935000,2303,NULL,-120,NULL,244,-2,30,1208,65,0,-103,NULL,670,670
9654647722,120210203,8026,1,41:36.0,535767400,-1134931100,2306,NULL,-120,NULL,244,-2,14,1208,65,0,-103,NULL,670,670
9654647723,120210203,8026,1,41:51.1,535766300,-1134910400,2319,NULL,-120,NULL,244,2,377,1208,75,0,109,NULL,669,669
9654647724,120210203,8026,1,42:06.3,535766400,-1134884800,2336,NULL,-120,NULL,244,2,362,1208,75,0,109,NULL,669,669
9654647725,120210203,8026,1,42:21.5,535766300,-1134861400,2352,NULL,-60,NULL,244,2,347,1208,75,0,109,NULL,669,669
9654647726,120210203,8026,1,42:36.8,535766300,-1134825600,2375,NULL,-60,NULL,244,2,332,1208,75,0,109,NULL,668,668
9654647727,120210203,8026,1,42:52.0,535766400,-1134797900,2393,NULL,0,NULL,244,2,317,1208,75,0,109,NULL,668,668
9654647728,120210203,8026,1,43:07.2,535767500,-1134773700,2410,NULL,0,NULL,244,2,301,1208,75,0,109,NULL,667,667
9654647729,120210203,8026,1,43:22.4,535767500,-1134736300,2434,NULL,60,NULL,244,2,286,1208,75,0,109,NULL,666,666
9654647730,120210203,8026,1,43:37.6,535767500,-1134698000,2460,NULL,60,NULL,244,2,271,1208,75,0,109,NULL,667,667
9654647731,120210203,8026,1,43:52.8,535767400,-1134678400,2471,NULL,60,NULL,244,2,256,1208,75,0,109,NULL,667,667
9654647732,120210203,8026,1,44:08.0,535767400,-1134676600,2473,NULL,60,NULL,244,2,240,1208,75,0,109,NULL,667,667
9654647734,120210203,8026,1,44:38.4,535767400,-1134676300,2473,NULL,60,NULL,244,2,210,1208,75,0,109,NULL,667,667
9654647735,120210203,8026,1,45:39.3,535723200,-1134673300,2525,NULL,60,NULL,244,2,149,1208,75,0,109,NULL,663,663
9654647736,120210203,8026,1,45:54.5,535719700,-1134664600,2531,NULL,60,NULL,244,2,134,1208,75,0,109,NULL,663,663
9654647737,120210203,8026,1,46:55.3,535703900,-1134633800,2568,NULL,120,NULL,244,2,73,1208,75,0,109,NULL,662,662
9654647738,120210203,8026,1,49:12.3,535707400,-1134603100,2589,NULL,0,NULL,244,2,457,1208,85,0,131,NULL,662,662
9654647739,120210203,8026,1,50:21.2,535707200,-1134610200,2615,NULL,0,NULL,244,2,388,1208,85,0,131,NULL,662,662
9654647740,120210203,8026,1,51:06.3,535703300,-1134576400,2640,NULL,120,NULL,244,2,343,1208,85,0,131,NULL,662,662
9654647741,120210203,8026,1,51:14.1,535703600,-1134548700,2658,NULL,120,NULL,244,2,335,1208,85,0,131,NULL,661,661
9654647742,120210203,8026,1,53:23.9,535751700,-1134464000,2755,NULL,120,NULL,244,2,206,1208,85,0,131,NULL,660,660
9654647743,120210203,8026,1,53:31.0,535751600,-1134462800,2756,NULL,120,NULL,244,2,198,1208,85,0,131,NULL,660,660
9654647744,120210203,8026,1,55:32.8,535758500,-1134352400,2838,NULL,120,NULL,244,2,77,1208,85,0,131,NULL,660,660
9654647745,120210203,8026,1,56:49.0,535769900,-1134355000,2858,NULL,60,NULL,244,2,1,1208,85,0,131,NULL,660,660
9654647746,120210203,8026,1,58:50.7,535769900,-1134355000,2858,NULL,-60,NULL,244,-1,421,1208,96,0,-50,NULL,660,660
9654647747,120210203,8026,1,00:59.7,535751700,-1134365600,2887,NULL,-120,NULL,244,-1,292,1208,96,0,-50,NULL,660,660
9654647748,120210203,8026,1,01:07.6,535751800,-1134382400,2898,NULL,-120,NULL,244,-1,284,1208,96,0,-50,NULL,660,660
9654647749,120210203,8026,1,02:08.5,535736300,-1134430300,2946,NULL,-120,NULL,244,-1,223,1208,96,0,-50,NULL,661,661
9654647750,120210203,8026,1,03:25.7,535704600,-1134455900,2998,NULL,-120,NULL,244,-1,146,1208,96,0,-50,NULL,662,662
9654647751,120210203,8026,1,03:39.7,535704700,-1134487300,3019,NULL,-60,NULL,244,-1,132,1208,96,0,-50,NULL,662,662
9654647752,120210203,8026,1,03:55.0,535704800,-1134513100,3035,NULL,-60,NULL,244,-1,117,1208,96,0,-50,NULL,662,662
9654647753,120210203,8026,1,04:10.2,535704800,-1134518400,3038,NULL,-60,NULL,244,-1,101,1208,96,0,-50,NULL,662,662
9654647754,120210203,8026,1,04:25.5,535704800,-1134519200,3040,NULL,-120,NULL,244,-1,86,1208,96,0,-50,NULL,662,662
9654647755,120210203,8026,1,04:40.7,535704900,-1134525900,3044,NULL,-120,NULL,244,-1,71,1208,96,0,-50,NULL,662,662
9654647756,120210203,8026,1,04:55.9,535705000,-1134545500,3056,NULL,-120,NULL,244,-1,56,1208,96,0,-50,NULL,661,661
9654647757,120210203,8026,1,05:11.1,535705000,-1134546500,3057,NULL,-120,NULL,244,-1,40,1208,96,0,-50,NULL,661,661
9654647758,120210203,8026,1,05:26.3,535705300,-1134572300,3075,NULL,-120,NULL,244,-1,25,1208,96,0,-50,NULL,662,662
9654647759,120210203,8026,1,05:41.6,535705200,-1134605100,3096,NULL,-60,NULL,244,-1,10,1208,96,0,-50,NULL,662,662
9654647760,120210203,8026,1,05:56.8,535708200,-1134601600,3106,NULL,0,NULL,244,3,607,1208,108,0,180,NULL,662,662
9654647761,120210203,8026,1,06:12.0,535710400,-1134590400,3114,NULL,0,NULL,244,3,592,1208,108,0,180,NULL,662,662
9654647762,120210203,8026,1,06:27.2,535709200,-1134607900,3125,NULL,0,NULL,244,3,576,1208,108,0,180,NULL,662,662
9654647763,120210203,8026,1,06:42.4,535709200,-1134608300,3125,NULL,0,NULL,244,3,561,1208,108,0,180,NULL,662,662
9654647764,120210203,8026,1,06:57.6,535705900,-1134610400,3128,NULL,0,NULL,244,3,546,1208,108,0,180,NULL,662,662
9654647765,120210203,8026,1,07:12.8,535705300,-1134610800,3130,NULL,0,NULL,244,3,531,1208,108,0,180,NULL,662,662
9654647766,120210203,8026,1,07:28.0,535704800,-1134634800,3146,NULL,0,NULL,244,3,515,1208,108,0,180,NULL,662,662
9654647767,120210203,8026,1,07:43.2,535705300,-1134664900,3165,NULL,60,NULL,244,3,500,1208,108,0,180,NULL,662,662
