VEHICLE_LOCATION_ID,CALENDAR_ID,PROPERTY_TAG,TRANSIT_DIVISION_ID,MESSAGE_TIMESTAMP,LATITUDE,LONGITUDE,ODOMETER,SPEED,ADHERENCE_SECONDS,HEADING,VALIDITY,ADHERENCE_AT_TIME_POINT,TIME_TO_TIME_POINT,BLOCK_ABBR,BLOCK_STOP_ORDER,OVERLOAD_ID,ADHERENCE_AT_TIME_POINT_SECS,CSLID
9654647379,120210203,8026,1,2021-02-03 18:14:09.230,535813100,-1134518900,65,NULL,480,NULL,228,9,1069,1208,2,0,566,NULL
9654647380,120210203,8026,1,2021-02-03 18:14:38.300,535813300,-1134535600,78,NULL,480,NULL,228,9,1040,1208,2,0,566,NULL
9654647381,120210203,8026,1,2021-02-03 18:14:53.510,535824600,-1134560000,101,NULL,480,NULL,228,9,1025,1208,2,0,566,NULL
9654647382,120210203,8026,1,2021-02-03 18:15:08.757,535825400,-1134597600,127,NULL,480,NULL,228,9,1010,1208,2,0,566,NULL
9654647383,120210203,8026,1,2021-02-03 18:15:23.960,535824500,-1134635100,151,NULL,540,NULL,228,9,995,1208,2,0,566,NULL
9654647384,120210203,8026,1,2021-02-03 18:15:39.173,535823100,-1134678600,178,NULL,540,NULL,228,9,979,1208,2,0,566,NULL
9654647385,120210203,8026,1,2021-02-03 18:15:54.370,535814900,-1134719000,207,NULL,540,NULL,228,9,964,1208,2,0,566,NULL
9654647386,120210203,8026,1,2021-02-03 18:16:09.597,535814200,-1134760100,234,NULL,540,NULL,228,9,949,1208,2,0,566,NULL
9654647387,120210203,8026,1,2021-02-03 18:16:24.840,535814300,-1134801100,263,NULL,600,NULL,228,9,934,1208,2,0,566,NULL
9654647388,120210203,8026,1,2021-02-03 18:16:40.050,535814400,-1134842400,289,NULL,600,NULL,228,9,918,1208,2,0,566,NULL
9654647389,120210203,8026,1,2021-02-03 18:16:55.320,535815500,-1134882700,315,NULL,600,NULL,228,9,903,1208,2,0,566,NULL
9654647449,120210203,8026,1,2021-02-03 18:32:07.987,535991200,-1134922400,597,NULL,-60,NULL,244,2,773,1208,25,0,133,NULL
9654647450,120210203,8026,1,2021-02-03 18:32:23.163,535975400,-1134921700,613,NULL,-60,NULL,244,2,757,1208,25,0,133,NULL
9654647451,120210203,8026,1,2021-02-03 18:32:38.397,535971900,-1134921800,618,NULL,-60,NULL,244,2,742,1208,25,0,133,NULL
9654647452,120210203,8026,1,2021-02-03 18:32:53.600,535963200,-1134921800,629,NULL,-60,NULL,244,2,727,1208,25,0,133,NULL
9654647453,120210203,8026,1,2021-02-03 18:33:08.837,535951900,-1134922000,642,NULL,-60,NULL,244,2,712,1208,25,0,133,NULL
9654647454,120210203,8026,1,2021-02-03 18:33:24.007,535937600,-1134921600,658,NULL,-60,NULL,244,2,696,1208,25,0,133,NULL
9654647455,120210203,8026,1,2021-02-03 18:33:39.247,535924900,-1134921900,671,NULL,-60,NULL,244,2,681,1208,25,0,133,NULL
9654647456,120210203,8026,1,2021-02-03 18:33:54.443,535923200,-1134921800,672,NULL,-60,NULL,244,2,666,1208,25,0,133,NULL
9654647457,120210203,8026,1,2021-02-03 18:34:09.667,535923200,-1134921800,672,NULL,-60,NULL,244,2,651,1208,25,0,133,NULL
9654647458,120210203,8026,1,2021-02-03 18:34:24.873,535920900,-1134933400,683,NULL,-60,NULL,244,2,636,1208,25,0,133,NULL
9654647459,120210203,8026,1,2021-02-03 18:34:40.103,535920700,-1134964200,703,NULL,-60,NULL,244,2,620,1208,25,0,133,NULL
9654647460,120210203,8026,1,2021-02-03 18:34:55.350,535920800,-1134992900,722,NULL,-60,NULL,244,2,605,1208,25,0,133,NULL
9654647461,120210203,8026,1,2021-02-03 18:35:10.510,535921100,-1135018500,740,NULL,-60,NULL,244,2,590,1208,25,0,133,NULL
9654647462,120210203,8026,1,2021-02-03 18:35:25.773,535921300,-1135045300,758,NULL,-60,NULL,244,2,575,1208,25,0,133,NULL
9654647463,120210203,8026,1,2021-02-03 18:35:40.937,535921500,-1135068500,772,NULL,-60,NULL,244,2,560,1208,25,0,133,NULL
9654647464,120210203,8026,1,2021-02-03 18:35:56.137,535921600,-1135088000,785,NULL,0,NULL,244,2,544,1208,25,0,133,NULL
9654647465,120210203,8026,1,2021-02-03 18:36:11.400,535922000,-1135109300,799,NULL,0,NULL,244,2,529,1208,25,0,133,NULL
9654647466,120210203,8026,1,2021-02-03 18:36:26.570,535922100,-1135129500,812,NULL,0,NULL,244,2,514,1208,25,0,133,NULL
9654647467,120210203,8026,1,2021-02-03 18:36:41.783,535922100,-1135140800,819,NULL,0,NULL,244,2,499,1208,25,0,133,NULL
9654647468,120210203,8026,1,2021-02-03 18:36:56.983,535922100,-1135145200,822,NULL,-60,NULL,244,2,484,1208,25,0,133,NULL
9654647469,120210203,8026,1,2021-02-03 18:37:12.210,535922100,-1135163100,835,NULL,0,NULL,244,2,468,1208,25,0,133,NULL
9654647470,120210203,8026,1,2021-02-03 18:37:27.413,535922200,-1135196600,859,NULL,0,NULL,244,2,453,1208,25,0,133,NULL
9654647471,120210203,8026,1,2021-02-03 18:37:42.623,535922200,-1135230200,880,NULL,0,NULL,244,2,438,1208,25,0,133,NULL
9654647472,120210203,8026,1,2021-02-03 18:37:57.840,535922400,-1135261500,899,NULL,60,NULL,244,2,423,1208,25,0,133,NULL
9654647473,120210203,8026,1,2021-02-03 18:38:13.057,535922400,-1135292800,920,NULL,60,NULL,244,2,407,1208,25,0,133,NULL
9654647474,120210203,8026,1,2021-02-03 18:38:28.363,535922500,-1135325300,943,NULL,60,NULL,244,2,392,1208,25,0,133,NULL
9654647475,120210203,8026,1,2021-02-03 18:38:43.457,535922600,-1135355600,964,NULL,60,NULL,244,2,377,1208,25,0,133,NULL
9654647476,120210203,8026,1,2021-02-03 18:38:58.683,535922500,-1135380200,976,NULL,60,NULL,244,2,362,1208,25,0,133,NULL
9654647477,120210203,8026,1,2021-02-03 18:39:13.880,535922600,-1135388900,983,NULL,60,NULL,244,2,347,1208,25,0,133,NULL
9654647478,120210203,8026,1,2021-02-03 18:39:29.100,535922400,-1135398000,989,NULL,60,NULL,244,2,331,1208,25,0,133,NULL
9654647479,120210203,8026,1,2021-02-03 18:39:44.347,535925800,-1135411300,1001,NULL,60,NULL,244,2,316,1208,25,0,133,NULL
9654647480,120210203,8026,1,2021-02-03 18:39:59.670,535927300,-1135411100,1002,NULL,60,NULL,244,2,301,1208,25,0,133,NULL
9654647481,120210203,8026,1,2021-02-03 18:40:14.697,535940300,-1135411900,1017,NULL,60,NULL,244,2,286,1208,25,0,133,NULL
9654647482,120210203,8026,1,2021-02-03 18:40:29.937,535958100,-1135412000,1038,NULL,60,NULL,244,2,271,1208,25,0,133,NULL
9654647483,120210203,8026,1,2021-02-03 18:40:45.137,535964700,-1135419300,1049,NULL,60,NULL,244,2,255,1208,25,0,133,NULL
9654647484,120210203,8026,1,2021-02-03 18:41:00.347,535964700,-1135449900,1068,NULL,120,NULL,244,2,240,1208,25,0,133,NULL
9654647485,120210203,8026,1,2021-02-03 18:41:15.547,535965000,-1135479000,1087,NULL,120,NULL,244,2,225,1208,25,0,133,NULL
9654647486,120210203,8026,1,2021-02-03 18:41:30.787,535957900,-1135493200,1100,NULL,120,NULL,244,2,210,1208,25,0,133,NULL
9654647487,120210203,8026,1,2021-02-03 18:41:46.073,535948400,-1135499700,1112,NULL,120,NULL,244,2,194,1208,25,0,133,NULL
9654647488,120210203,8026,1,2021-02-03 18:42:01.407,535946700,-1135514600,1123,NULL,120,NULL,244,2,179,1208,25,0,133,NULL
9654647489,120210203,8026,1,2021-02-03 18:42:16.463,535946800,-1135532900,1134,NULL,120,NULL,244,2,164,1208,25,0,133,NULL
9654647490,120210203,8026,1,2021-02-03 18:42:31.630,535955800,-1135535000,1145,NULL,120,NULL,244,2,149,1208,25,0,133,NULL
9654647491,120210203,8026,1,2021-02-03 18:42:46.830,535963000,-1135536000,1153,NULL,120,NULL,244,2,134,1208,25,0,133,NULL
9654647492,120210203,8026,1,2021-02-03 18:43:02.027,535963100,-1135557100,1166,NULL,120,NULL,244,2,118,1208,25,0,133,NULL
9654647493,120210203,8026,1,2021-02-03 18:43:17.237,535960600,-1135585800,1187,NULL,120,NULL,244,2,103,1208,25,0,133,NULL
9654647494,120210203,8026,1,2021-02-03 18:43:32.450,535955100,-1135607800,1203,NULL,120,NULL,244,2,88,1208,25,0,133,NULL
9654647495,120210203,8026,1,2021-02-03 18:43:47.643,535954700,-1135619500,1210,NULL,120,NULL,244,2,73,1208,25,0,133,NULL
9654647500,120210203,8026,1,2021-02-03 18:45:03.737,535945800,-1135619900,1219,NULL,60,NULL,244,3,523,1208,38,0,163,NULL
9654647501,120210203,8026,1,2021-02-03 18:45:18.927,535935100,-1135619500,1232,NULL,60,NULL,244,3,508,1208,38,0,163,NULL
9654647502,120210203,8026,1,2021-02-03 18:45:34.150,535927400,-1135606900,1245,NULL,60,NULL,244,3,492,1208,38,0,163,NULL
9654647503,120210203,8026,1,2021-02-03 18:45:49.373,535923800,-1135596700,1253,NULL,60,NULL,244,3,477,1208,38,0,163,NULL
9654647504,120210203,8026,1,2021-02-03 18:46:04.610,535912500,-1135596400,1266,NULL,120,NULL,244,3,462,1208,38,0,163,NULL
9654647505,120210203,8026,1,2021-02-03 18:46:19.790,535900100,-1135596200,1279,NULL,120,NULL,244,3,447,1208,38,0,163,NULL
9654647506,120210203,8026,1,2021-02-03 18:46:34.963,535889000,-1135591300,1292,NULL,120,NULL,244,3,432,1208,38,0,163,NULL
9654647507,120210203,8026,1,2021-02-03 18:46:50.197,535881800,-1135587400,1301,NULL,120,NULL,244,3,416,1208,38,0,163,NULL
9654647508,120210203,8026,1,2021-02-03 18:47:05.420,535885700,-1135587500,1306,NULL,120,NULL,244,3,401,1208,38,0,163,NULL
9654647509,120210203,8026,1,2021-02-03 18:47:20.690,535895800,-1135594500,1318,NULL,120,NULL,244,3,386,1208,38,0,163,NULL
9654647510,120210203,8026,1,2021-02-03 18:47:35.900,535907100,-1135595900,1330,NULL,120,NULL,244,3,371,1208,38,0,163,NULL
9654647511,120210203,8026,1,2021-02-03 18:47:51.087,535918900,-1135595800,1345,NULL,120,NULL,244,3,355,1208,38,0,163,NULL
9654647512,120210203,8026,1,2021-02-03 18:48:06.307,535926100,-1135595000,1351,NULL,120,NULL,244,3,340,1208,38,0,163,NULL
9654647513,120210203,8026,1,2021-02-03 18:48:21.507,535926800,-1135580200,1363,NULL,120,NULL,244,3,325,1208,38,0,163,NULL
9654647514,120210203,8026,1,2021-02-03 18:48:36.767,535926600,-1135559400,1376,NULL,120,NULL,244,3,310,1208,38,0,163,NULL
9654647515,120210203,8026,1,2021-02-03 18:48:51.927,535924200,-1135541200,1388,NULL,120,NULL,244,3,295,1208,38,0,163,NULL
9654647516,120210203,8026,1,2021-02-03 18:49:07.197,535921900,-1135522200,1403,NULL,120,NULL,244,3,279,1208,38,0,163,NULL
9654647517,120210203,8026,1,2021-02-03 18:49:22.343,535921900,-1135496900,1417,NULL,180,NULL,244,3,264,1208,38,0,163,NULL
9654647518,120210203,8026,1,2021-02-03 18:49:37.577,535921900,-1135490600,1421,NULL,120,NULL,244,3,249,1208,38,0,163,NULL
9654647519,120210203,8026,1,2021-02-03 18:49:52.790,535918800,-1135489000,1425,NULL,120,NULL,244,3,234,1208,38,0,163,NULL
9654647520,120210203,8026,1,2021-02-03 18:50:08.007,535908000,-1135488900,1437,NULL,120,NULL,244,3,218,1208,38,0,163,NULL
9654647521,120210203,8026,1,2021-02-03 18:50:23.203,535896400,-1135489000,1450,NULL,180,NULL,244,3,203,1208,38,0,163,NULL
9654647522,120210203,8026,1,2021-02-03 18:50:38.417,535888800,-1135489500,1458,NULL,120,NULL,244,3,188,1208,38,0,163,NULL
9654647523,120210203,8026,1,2021-02-03 18:50:53.590,535887500,-1135489200,1459,NULL,120,NULL,244,3,173,1208,38,0,163,NULL
9654647524,120210203,8026,1,2021-02-03 18:51:08.837,535877400,-1135489200,1470,NULL,120,NULL,244,3,158,1208,38,0,163,NULL
9654647525,120210203,8026,1,2021-02-03 18:51:24.033,535875500,-1135481200,1479,NULL,120,NULL,244,3,142,1208,38,0,163,NULL
9654647526,120210203,8026,1,2021-02-03 18:51:39.243,535875800,-1135461000,1491,NULL,120,NULL,244,3,127,1208,38,0,163,NULL
9654647527,120210203,8026,1,2021-02-03 18:51:54.450,535875700,-1135438700,1507,NULL,180,NULL,244,3,112,1208,38,0,163,NULL
9654647528,120210203,8026,1,2021-02-03 18:52:09.670,535875700,-1135416100,1520,NULL,180,NULL,244,3,97,1208,38,0,163,NULL
9654647535,120210203,8026,1,2021-02-03 18:53:56.137,535856100,-1135412700,1544,NULL,120,NULL,244,3,389,1208,45,0,170,NULL
9654647536,120210203,8026,1,2021-02-03 18:54:11.323,535835500,-1135412900,1567,NULL,120,NULL,244,3,374,1208,45,0,170,NULL
9654647537,120210203,8026,1,2021-02-03 18:54:26.547,535818500,-1135413400,1586,NULL,120,NULL,244,3,359,1208,45,0,170,NULL
9654647538,120210203,8026,1,2021-02-03 18:54:41.757,535812100,-1135413500,1591,NULL,120,NULL,244,3,344,1208,45,0,170,NULL
9654647541,120210203,8026,1,2021-02-03 18:55:27.377,535811900,-1135413500,1593,NULL,120,NULL,244,3,298,1208,45,0,170,NULL
9654647542,120210203,8026,1,2021-02-03 18:55:42.620,535801800,-1135413500,1604,NULL,120,NULL,244,3,283,1208,45,0,170,NULL
9654647543,120210203,8026,1,2021-02-03 18:55:57.853,535783000,-1135413000,1625,NULL,120,NULL,244,3,268,1208,45,0,170,NULL
9654647544,120210203,8026,1,2021-02-03 18:56:13.023,535763200,-1135413000,1647,NULL,180,NULL,244,3,252,1208,45,0,170,NULL
9654647545,120210203,8026,1,2021-02-03 18:56:28.210,535743100,-1135413000,1670,NULL,180,NULL,244,3,237,1208,45,0,170,NULL
9654647546,120210203,8026,1,2021-02-03 18:56:43.413,535723100,-1135413000,1693,NULL,180,NULL,244,3,222,1208,45,0,170,NULL
9654647547,120210203,8026,1,2021-02-03 18:56:58.663,535710100,-1135412700,1705,NULL,240,NULL,244,3,207,1208,45,0,170,NULL
9654647548,120210203,8026,1,2021-02-03 18:57:13.903,535709800,-1135412700,1705,NULL,180,NULL,244,3,192,1208,45,0,170,NULL
9654647549,120210203,8026,1,2021-02-03 18:57:29.107,535707000,-1135412700,1710,NULL,180,NULL,244,3,176,1208,45,0,170,NULL
9654647550,120210203,8026,1,2021-02-03 18:57:44.307,535702500,-1135406500,1717,NULL,180,NULL,244,3,161,1208,45,0,170,NULL
9654647551,120210203,8026,1,2021-02-03 18:57:59.540,535702600,-1135405700,1717,NULL,180,NULL,244,3,146,1208,45,0,170,NULL
9654647552,120210203,8026,1,2021-02-03 18:58:14.677,535702500,-1135394700,1725,NULL,180,NULL,244,3,131,1208,45,0,170,NULL
9654647553,120210203,8026,1,2021-02-03 18:58:29.927,535702600,-1135378200,1736,NULL,180,NULL,244,3,116,1208,45,0,170,NULL
9654647554,120210203,8026,1,2021-02-03 18:58:45.107,535702600,-1135364900,1744,NULL,180,NULL,244,3,100,1208,45,0,170,NULL
9654647555,120210203,8026,1,2021-02-03 18:59:00.330,535702500,-1135361900,1746,NULL,180,NULL,244,3,85,1208,45,0,170,NULL
9654647561,120210203,8026,1,2021-02-03 19:00:31.760,535702700,-1135343300,1760,NULL,120,NULL,244,-3,2309,1208,59,0,-164,NULL
9654647562,120210203,8026,1,2021-02-03 19:00:46.787,535702600,-1135313400,1778,NULL,120,NULL,244,-3,2294,1208,59,0,-164,NULL
9654647563,120210203,8026,1,2021-02-03 19:01:01.980,535694400,-1135288500,1797,NULL,180,NULL,244,-3,2279,1208,59,0,-164,NULL
9654647564,120210203,8026,1,2021-02-03 19:01:17.203,535687800,-1135272900,1810,NULL,180,NULL,244,-3,2263,1208,59,0,-164,NULL
9654647565,120210203,8026,1,2021-02-03 19:01:32.487,535686000,-1135269000,1813,NULL,180,NULL,244,-3,2248,1208,59,0,-164,NULL
9654647566,120210203,8026,1,2021-02-03 19:01:47.627,535684900,-1135266200,1816,NULL,120,NULL,244,-3,2233,1208,59,0,-164,NULL
9654647567,120210203,8026,1,2021-02-03 19:02:02.860,535675000,-1135243000,1836,NULL,180,NULL,244,-3,2218,1208,59,0,-164,NULL
9654647568,120210203,8026,1,2021-02-03 19:02:18.030,535662200,-1135212900,1860,NULL,180,NULL,244,-3,2202,1208,59,0,-164,NULL
9654647569,120210203,8026,1,2021-02-03 19:02:33.410,535660000,-1135208300,1863,NULL,180,NULL,244,-3,2187,1208,59,0,-164,NULL
9654647570,120210203,8026,1,2021-02-03 19:03:03.710,535652500,-1135190200,1878,NULL,180,NULL,244,-3,2157,1208,59,0,-164,NULL
9654647571,120210203,8026,1,2021-02-03 19:03:18.917,535644400,-1135171100,1894,NULL,180,NULL,244,-3,2142,1208,59,0,-164,NULL
9654647572,120210203,8026,1,2021-02-03 19:03:34.087,535629600,-1135136400,1923,NULL,240,NULL,244,-3,2126,1208,59,0,-164,NULL
9654647573,120210203,8026,1,2021-02-03 19:03:49.310,535615500,-1135103300,1948,NULL,300,NULL,244,-3,2111,1208,59,0,-164,NULL
9654647574,120210203,8026,1,2021-02-03 19:04:04.537,535608800,-1135087600,1960,NULL,300,NULL,244,-3,2096,1208,59,0,-164,NULL
9654647577,120210203,8026,1,2021-02-03 19:04:50.170,535608600,-1135087200,1960,NULL,240,NULL,244,-3,2050,1208,59,0,-164,NULL
9654647578,120210203,8026,1,2021-02-03 19:05:05.370,535606500,-1135082200,1966,NULL,240,NULL,244,-3,2035,1208,59,0,-164,NULL
9654647579,120210203,8026,1,2021-02-03 19:05:20.620,535603300,-1135074800,1971,NULL,240,NULL,244,-3,2020,1208,59,0,-164,NULL
9654647580,120210203,8026,1,2021-02-03 19:05:35.780,535598000,-1135066200,1981,NULL,240,NULL,244,-3,2005,1208,59,0,-164,NULL
9654647581,120210203,8026,1,2021-02-03 19:05:51.010,535591400,-1135066500,1987,NULL,240,NULL,244,-3,1989,1208,59,0,-164,NULL
9654647582,120210203,8026,1,2021-02-03 19:06:06.247,535591300,-1135066500,1987,NULL,240,NULL,244,-3,1974,1208,59,0,-164,NULL
9654647583,120210203,8026,1,2021-02-03 19:06:21.413,535589000,-1135065700,1990,NULL,240,NULL,244,-3,1959,1208,59,0,-164,NULL
9654647584,120210203,8026,1,2021-02-03 19:06:36.633,535588700,-1135037200,2010,NULL,240,NULL,244,-3,1944,1208,59,0,-164,NULL
9654647585,120210203,8026,1,2021-02-03 19:06:51.837,535586700,-1135021600,2019,NULL,240,NULL,244,-3,1929,1208,59,0,-164,NULL
9654647586,120210203,8026,1,2021-02-03 19:07:07.043,535586000,-1135017200,2022,NULL,240,NULL,244,-3,1913,1208,59,0,-164,NULL
9654647674,120210203,8026,1,2021-02-03 19:29:25.687,535585900,-1135015900,2022,NULL,-1140,NULL,244,-3,575,1208,59,0,-164,NULL
9654647675,120210203,8026,1,2021-02-03 19:29:40.927,535586400,-1135010600,2027,NULL,-1140,NULL,244,-3,560,1208,59,0,-164,NULL
9654647676,120210203,8026,1,2021-02-03 19:29:56.117,535590400,-1135014600,2034,NULL,-1140,NULL,244,-3,544,1208,59,0,-164,NULL
9654647677,120210203,8026,1,2021-02-03 19:30:11.317,535590600,-1135020500,2037,NULL,-1140,NULL,244,-3,529,1208,59,0,-164,NULL
9654647692,120210203,8026,1,2021-02-03 19:33:59.587,535590600,-1135020700,2037,NULL,-1380,NULL,244,-3,301,1208,59,0,-164,NULL
9654647693,120210203,8026,1,2021-02-03 19:34:14.757,535590700,-1135023700,2040,NULL,-1380,NULL,244,-3,286,1208,59,0,-164,NULL
9654647694,120210203,8026,1,2021-02-03 19:34:29.927,535591400,-1135029800,2043,NULL,-1380,NULL,244,-3,271,1208,59,0,-164,NULL
9654647697,120210203,8026,1,2021-02-03 19:35:15.557,535628600,-1135033400,2085,NULL,-180,NULL,244,-3,225,1208,59,0,-164,NULL
9654647698,120210203,8026,1,2021-02-03 19:35:30.800,535630000,-1135033300,2087,NULL,-180,NULL,244,-3,210,1208,59,0,-164,NULL
9654647699,120210203,8026,1,2021-02-03 19:35:45.997,535630500,-1135033400,2087,NULL,-180,NULL,244,-3,195,1208,59,0,-164,NULL
9654647700,120210203,8026,1,2021-02-03 19:36:01.217,535643600,-1135033600,2103,NULL,-180,NULL,244,-3,179,1208,59,0,-164,NULL
9654647701,120210203,8026,1,2021-02-03 19:36:16.443,535656500,-1135031000,2117,NULL,-180,NULL,244,-3,164,1208,59,0,-164,NULL
9654647702,120210203,8026,1,2021-02-03 19:36:31.637,535661900,-1135029900,2122,NULL,-180,NULL,244,-3,149,1208,59,0,-164,NULL
9654647703,120210203,8026,1,2021-02-03 19:36:46.830,535663400,-1135029700,2125,NULL,-180,NULL,244,-3,134,1208,59,0,-164,NULL
9654647705,120210203,8026,1,2021-02-03 19:37:17.273,535663500,-1135029600,2125,NULL,-180,NULL,244,-3,103,1208,59,0,-164,NULL
9654647706,120210203,8026,1,2021-02-03 19:37:32.493,535670600,-1135028500,2135,NULL,-180,NULL,244,-3,88,1208,59,0,-164,NULL
9654647707,120210203,8026,1,2021-02-03 19:37:47.667,535685600,-1135028400,2151,NULL,-180,NULL,244,-3,73,1208,59,0,-164,NULL
9654647708,120210203,8026,1,2021-02-03 19:38:03.003,535695200,-1135028000,2161,NULL,-180,NULL,244,-3,57,1208,59,0,-164,NULL
9654647709,120210203,8026,1,2021-02-03 19:38:18.090,535698200,-1135027500,2166,NULL,-180,NULL,244,-3,42,1208,59,0,-164,NULL
9654647710,120210203,8026,1,2021-02-03 19:38:33.310,535698900,-1135027500,2167,NULL,-180,NULL,244,-3,27,1208,59,0,-164,NULL
9654647712,120210203,8026,1,2021-02-03 19:39:03.737,535704200,-1135010800,2183,NULL,-180,NULL,244,-2,167,1208,65,0,-103,NULL
9654647713,120210203,8026,1,2021-02-03 19:39:18.953,535706500,-1135010100,2185,NULL,-180,NULL,244,-2,152,1208,65,0,-103,NULL
9654647714,120210203,8026,1,2021-02-03 19:39:34.157,535710700,-1135010300,2190,NULL,-180,NULL,244,-2,136,1208,65,0,-103,NULL
9654647715,120210203,8026,1,2021-02-03 19:39:49.367,535727000,-1135010500,2209,NULL,-180,NULL,244,-2,121,1208,65,0,-103,NULL
9654647716,120210203,8026,1,2021-02-03 19:40:04.600,535743200,-1135010500,2228,NULL,-180,NULL,244,-2,106,1208,65,0,-103,NULL
9654647717,120210203,8026,1,2021-02-03 19:40:19.777,535759500,-1135010500,2245,NULL,-180,NULL,244,-2,91,1208,65,0,-103,NULL
9654647718,120210203,8026,1,2021-02-03 19:40:34.967,535767700,-1135009500,2254,NULL,-180,NULL,244,-2,76,1208,65,0,-103,NULL
9654647719,120210203,8026,1,2021-02-03 19:40:50.187,535767600,-1134989200,2267,NULL,-120,NULL,244,-2,60,1208,65,0,-103,NULL
9654647720,120210203,8026,1,2021-02-03 19:41:05.427,535767600,-1134964300,2285,NULL,-120,NULL,244,-2,45,1208,65,0,-103,NULL
9654647721,120210203,8026,1,2021-02-03 19:41:20.650,535767400,-1134935000,2303,NULL,-120,NULL,244,-2,30,1208,65,0,-103,NULL
9654647722,120210203,8026,1,2021-02-03 19:41:36.027,535767400,-1134931100,2306,NULL,-120,NULL,244,-2,14,1208,65,0,-103,NULL
9654647723,120210203,8026,1,2021-02-03 19:41:51.060,535766300,-1134910400,2319,NULL,-120,NULL,244,2,377,1208,75,0,109,NULL
9654647724,120210203,8026,1,2021-02-03 19:42:06.287,535766400,-1134884800,2336,NULL,-120,NULL,244,2,362,1208,75,0,109,NULL
9654647725,120210203,8026,1,2021-02-03 19:42:21.480,535766300,-1134861400,2352,NULL,-60,NULL,244,2,347,1208,75,0,109,NULL
9654647726,120210203,8026,1,2021-02-03 19:42:36.820,535766300,-1134825600,2375,NULL,-60,NULL,244,2,332,1208,75,0,109,NULL
9654647727,120210203,8026,1,2021-02-03 19:42:51.957,535766400,-1134797900,2393,NULL,0,NULL,244,2,317,1208,75,0,109,NULL
9654647728,120210203,8026,1,2021-02-03 19:43:07.160,535767500,-1134773700,2410,NULL,0,NULL,244,2,301,1208,75,0,109,NULL
9654647729,120210203,8026,1,2021-02-03 19:43:22.407,535767500,-1134736300,2434,NULL,60,NULL,244,2,286,1208,75,0,109,NULL
9654647730,120210203,8026,1,2021-02-03 19:43:37.613,535767500,-1134698000,2460,NULL,60,NULL,244,2,271,1208,75,0,109,NULL
9654647731,120210203,8026,1,2021-02-03 19:43:52.843,535767400,-1134678400,2471,NULL,60,NULL,244,2,256,1208,75,0,109,NULL
9654647732,120210203,8026,1,2021-02-03 19:44:08.043,535767400,-1134676600,2473,NULL,60,NULL,244,2,240,1208,75,0,109,NULL
9654647734,120210203,8026,1,2021-02-03 19:44:38.447,535767400,-1134676300,2473,NULL,60,NULL,244,2,210,1208,75,0,109,NULL
9654647735,120210203,8026,1,2021-02-03 19:45:39.270,535723200,-1134673300,2525,NULL,60,NULL,244,2,149,1208,75,0,109,NULL
9654647736,120210203,8026,1,2021-02-03 19:45:54.483,535719700,-1134664600,2531,NULL,60,NULL,244,2,134,1208,75,0,109,NULL
9654647737,120210203,8026,1,2021-02-03 19:46:55.320,535703900,-1134633800,2568,NULL,120,NULL,244,2,73,1208,75,0,109,NULL
9654647738,120210203,8026,1,2021-02-03 19:49:12.263,535707400,-1134603100,2589,NULL,0,NULL,244,2,457,1208,85,0,131,NULL
9654647739,120210203,8026,1,2021-02-03 19:50:21.180,535707200,-1134610200,2615,NULL,0,NULL,244,2,388,1208,85,0,131,NULL
9654647740,120210203,8026,1,2021-02-03 19:51:06.347,535703300,-1134576400,2640,NULL,120,NULL,244,2,343,1208,85,0,131,NULL
9654647741,120210203,8026,1,2021-02-03 19:51:14.070,535703600,-1134548700,2658,NULL,120,NULL,244,2,335,1208,85,0,131,NULL
9654647742,120210203,8026,1,2021-02-03 19:53:23.920,535751700,-1134464000,2755,NULL,120,NULL,244,2,206,1208,85,0,131,NULL
9654647743,120210203,8026,1,2021-02-03 19:53:31.030,535751600,-1134462800,2756,NULL,120,NULL,244,2,198,1208,85,0,131,NULL
9654647744,120210203,8026,1,2021-02-03 19:55:32.757,535758500,-1134352400,2838,NULL,120,NULL,244,2,77,1208,85,0,131,NULL
9654647745,120210203,8026,1,2021-02-03 19:56:48.997,535769900,-1134355000,2858,NULL,60,NULL,244,2,1,1208,85,0,131,NULL
9654647746,120210203,8026,1,2021-02-03 19:58:50.697,535769900,-1134355000,2858,NULL,-60,NULL,244,-1,421,1208,96,0,-50,NULL
9654647747,120210203,8026,1,2021-02-03 20:00:59.663,535751700,-1134365600,2887,NULL,-120,NULL,244,-1,292,1208,96,0,-50,NULL
9654647748,120210203,8026,1,2021-02-03 20:01:07.647,535751800,-1134382400,2898,NULL,-120,NULL,244,-1,284,1208,96,0,-50,NULL
9654647749,120210203,8026,1,2021-02-03 20:02:08.483,535736300,-1134430300,2946,NULL,-120,NULL,244,-1,223,1208,96,0,-50,NULL
9654647750,120210203,8026,1,2021-02-03 20:03:25.653,535704600,-1134455900,2998,NULL,-120,NULL,244,-1,146,1208,96,0,-50,NULL
9654647751,120210203,8026,1,2021-02-03 20:03:39.747,535704700,-1134487300,3019,NULL,-60,NULL,244,-1,132,1208,96,0,-50,NULL
9654647752,120210203,8026,1,2021-02-03 20:03:54.970,535704800,-1134513100,3035,NULL,-60,NULL,244,-1,117,1208,96,0,-50,NULL
9654647753,120210203,8026,1,2021-02-03 20:04:10.183,535704800,-1134518400,3038,NULL,-60,NULL,244,-1,101,1208,96,0,-50,NULL
